,Unnamed: 0,accept_socket,add_netjob,all_section,bind_socket,change_service_config,check_for_debugger,com_create_instance,com_createole_object,com_get_class_object,connect,connect_socket,control_service,copy_file,create_directory,create_file,create_interface,create_key,create_mailslot,create_mutex,create_namedpipe,create_open_file,create_process,create_process_as_user,create_process_nt,create_service,create_socket,create_thread,create_thread_remote,create_window,delete_file,delete_key,delete_service,delete_share,delete_value,destroy_window,download_file,download_file_to_cache,dump_line,enum_handles,enum_items,enum_keys,enum_modules,enum_processes,enum_services,enum_share,enum_subtypes,enum_types,enum_user,enum_values,enum_window,exit_windows,find_file,find_window,get_computer_name,get_file_attributes,get_host_by_addr,get_host_by_name,get_system_directory,get_system_time,get_userinfo,get_username,get_windows_directory,impersonate_user,kill_process,listen_socket,load_dll,load_driver,load_image,logon_as_user,message,move_file,open_file,open_key,open_mutex,open_process,open_scmanager,open_service,open_url,process,processes,query_value,read_section,read_section_names,read_value,recv_socket,remove_directory,revert_to_self,send_socket,set_file_attributes,set_file_time,set_system_time,set_thread_context,set_value,set_windows_hook,show_window,sleep,start_service,thread,trimmed_bytes,unload_driver,vm_allocate,vm_mapviewofsection,vm_protect,vm_read,vm_write,write_value,class,id,Total_Run_Time,Total_Sleep_Time,Mean_Dump_Line_length,Mean_Failed_CreateProcesses,Num_Failed_CreateProcesses
184,184,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,10.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,5.0,4.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,123.0,0.0,2.0,0.0,0.0,0.0,17.0,35.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,254.0,0.0,4.0,0.0,10,0e0f48a30ac4d5125414d5899c8193f36607e63bc,31.515,0.0,48.0,0.5,1.0
185,185,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,4.0,57.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,2.0,0.0,2.0,12.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,91.0,0.0,1.0,0.0,0.0,0.0,13.0,510.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,56.0,0.0,4.0,0.0,0.0,7.0,0.0,64.0,0.0,4.0,0.0,10,0e1574318cb4a8bb36a356bb3f84413e219697583,236.047,114000.0,48.0,0.0172413793103,57.0
186,186,0.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,20.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,6.0,2.0,0.0,24.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,172.0,0.0,4.0,0.0,0.0,0.0,23.0,142.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,270.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,21.0,8.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,7,0e18377375a513d5749984639146db112d4be4ba3,24.734,1500.0,0.0,1.0,0.0
187,187,0.0,2.0,35.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,5.0,0.0,99.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819.0,0.0,0.0,1237.0,0.0,0.0,20.0,5.0,0.0,0.0,31.0,0.0,33.0,0.0,1063.0,0.0,35.0,0.0,0.0,0.0,170.0,292.0,0.0,0.0,19.0,13.0,0.0,36.0,0.0,90.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,30.0,2.0,0.0,43.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0e254ef5c049238b31e4038a623c47b02a1224846,726.626,72500.0,0.0,0.972222222222,1.0
188,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0e29530ac7a30f733c1ce551aa33062addab1fdad,5.031,0.0,0.0,0.0,0.0
189,189,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,5.0,6.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,132.0,0.0,2.0,0.0,0.0,0.0,13.0,95.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,8,0e30739e141b03b7cf9da2ff452c3a41c3548b577,13.672,252.0,0.0,1.0,0.0
190,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0e4d86aD426dab0984fa587ea0712c256d8ae0a27,4.187,0.0,0.0,0.0,0.0
191,191,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,1.0,0.0,0.0,0.0,2.0,59.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,52.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,8,0e66d820b06b05884d7393d89778fef5bb55e6de0,350.765,0.0,0.0,0.0,0.0
192,192,0.0,0.0,48.0,27.0,0.0,3.0,474.0,0.0,340.0,4.0,33.0,0.0,3.0,28.0,135.0,0.0,9.0,0.0,42.0,0.0,45.0,3.0,0.0,0.0,0.0,62.0,70.0,0.0,50.0,27.0,4.0,0.0,0.0,26.0,65.0,0.0,0.0,10690.0,0.0,0.0,588.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,123.0,98.0,0.0,91.0,60.0,39.0,267.0,0.0,41.0,89.0,35.0,0.0,2.0,4.0,16.0,1.0,0.0,502.0,0.0,4.0,0.0,0.0,0.0,321.0,4949.0,8.0,35.0,8.0,4.0,5.0,5.0,0.0,3461.0,0.0,0.0,51.0,633.0,0.0,0.0,141.0,19.0,17.0,0.0,0.0,79.0,29.0,5.0,284.0,0.0,48.0,643.0,0.0,0.0,0.0,377.0,0.0,0.0,2.0,6,0ea6b383181b58496a761991b79e21e8f4eec834b,445.344,336740.0,48.0,0.75,1.0
193,193,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,10.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,5.0,4.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,129.0,0.0,2.0,0.0,0.0,0.0,17.0,35.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,244.0,0.0,4.0,0.0,10,0eab57e82c192e8c9a978e77116592b1da62183b7,32.797,0.0,48.0,0.5,1.0
194,194,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,5.0,1.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,132.0,0.0,2.0,0.0,0.0,0.0,16.0,95.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,8,0ec9229a62714969411193c757e36b39cf3d93596,16.14,252.0,0.0,1.0,0.0
195,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0ed3fc8cd2217befb78dbf54a6947E76e287aa9d2,2.859,0.0,0.0,0.0,0.0
196,196,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,5.0,1.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,132.0,0.0,2.0,0.0,0.0,0.0,13.0,95.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,8,0ed7464a965f925fa3615877cd372a15ebc5aeBe1,16.609,252.0,0.0,1.0,0.0
197,197,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,5.0,5.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,132.0,0.0,2.0,0.0,0.0,0.0,14.0,95.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,8,0ee0b90f65a25f6202d93641d2ff71fc8a9fcae2e,12.032,252.0,0.0,1.0,0.0
198,198,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,10.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,5.0,4.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,129.0,0.0,2.0,0.0,0.0,0.0,17.0,35.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,116.0,0.0,4.0,0.0,10,0eec5cd439780a9b3945fa7ff6a0f98474530b4ec,28.875,0.0,48.0,0.5,1.0
199,199,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,2,0eee185b75804c2d52e08b0d8e08fdb11a2d48033,52.156,0.0,0.0,0.0,0.0
200,200,0.0,0.0,22.0,5.0,0.0,7.0,7.0,0.0,1.0,0.0,7.0,0.0,2.0,83.0,8.0,0.0,5.0,0.0,64.0,0.0,71.0,11.0,0.0,0.0,0.0,14.0,17.0,9.0,11.0,652.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2277.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,25.0,5.0,19.0,11.0,0.0,12.0,60.0,3.0,0.0,15.0,0.0,5.0,8.0,0.0,500.0,0.0,11.0,0.0,60.0,0.0,125.0,767.0,2.0,1.0,3.0,1.0,5.0,12.0,0.0,800.0,0.0,0.0,0.0,128.0,68.0,1.0,15.0,0.0,0.0,0.0,0.0,58.0,15.0,0.0,7.0,0.0,22.0,133.0,0.0,39.0,0.0,368.0,0.0,24.0,0.0,10,0eeff2d76d9728386249df561abe278def4c7bf5e,437.955,66500.0,48.0,0.833333333333,2.0
201,201,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,5.0,3.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,132.0,0.0,2.0,0.0,0.0,0.0,13.0,95.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,8,0ef24834c91caf8bda0b6307fFc2d79dd69e01cf6,13.765,251.0,0.0,1.0,0.0
202,202,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,5.0,1.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,132.0,0.0,2.0,0.0,0.0,0.0,14.0,95.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,8,0f13d9621cbef34b84eb7a236ac8011a1ff90a9cb,18.031,252.0,0.0,1.0,0.0
203,203,0.0,0.0,7.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,141.0,4.0,4.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,3.0,0.0,0.0,0.0,9.0,60.0,0.0,138.0,1.0,1.0,0.0,4.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,13,0f3f36f48d6ed0afc41d9a6fb0e1526968b76397a,582.484,120000.0,0.0,1.0,0.0
204,204,0.0,0.0,11.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,11.0,3.0,1.0,60.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,135.0,0.0,3.0,0.0,0.0,1.0,15.0,41.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,30.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,11,0f47d750502766d3f5d79e2cc46f5e8951deced79,358.671,421250.0,0.0,1.0,0.0
205,205,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,5.0,2.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,132.0,0.0,2.0,0.0,0.0,0.0,14.0,95.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,8,0f502ad62bd223648a48676cabA32cc344a3d9f44,12.625,252.0,0.0,1.0,0.0
206,206,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,1.0,0.0,51.0,0.0,1.0,0.0,0.0,0.0,36.0,63.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0,0f5531ec60f2409ac28ab4ef232d206b61446280c,6.922,0.0,0.0,1.0,0.0
207,207,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,5.0,6.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,132.0,0.0,2.0,0.0,0.0,0.0,14.0,95.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,8,0f6eb79c8c202ff9d6718e556aed8d372e7e080bb,14.048,253.0,0.0,1.0,0.0
208,208,0.0,2.0,35.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,5.0,0.0,105.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.0,0.0,0.0,1236.0,0.0,0.0,20.0,5.0,0.0,0.0,32.0,0.0,33.0,0.0,1063.0,0.0,35.0,0.0,0.0,0.0,171.0,292.0,0.0,0.0,19.0,13.0,0.0,36.0,0.0,90.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,30.0,2.0,0.0,43.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0f757cb7de4fe02a43ac936de1691b27d168bdAbd,764.832,72500.0,0.0,0.972222222222,1.0
209,209,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,0.0,0.0,11.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,35.0,0.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,96.0,0.0,2.0,0.0,0.0,0.0,37.0,82.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,65.0,5.0,1.0,14619.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0f7ee10fca543b6d7d680c41403570d8d00108818,124.234,73100.0,0.0,0.08,23.0
210,210,0.0,0.0,22.0,5.0,0.0,7.0,7.0,0.0,1.0,0.0,7.0,0.0,2.0,83.0,8.0,0.0,5.0,0.0,64.0,0.0,71.0,11.0,0.0,0.0,0.0,14.0,17.0,9.0,11.0,652.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2912.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,25.0,5.0,19.0,11.0,0.0,12.0,56.0,17.0,0.0,15.0,0.0,5.0,8.0,0.0,486.0,0.0,11.0,0.0,47.0,0.0,126.0,767.0,3.0,1.0,3.0,1.0,5.0,12.0,0.0,800.0,0.0,0.0,0.0,165.0,68.0,1.0,17.0,0.0,0.0,0.0,0.0,58.0,15.0,0.0,8.0,0.0,22.0,175.0,0.0,39.0,0.0,372.0,0.0,24.0,0.0,10,0fbbb6ad2dba9d2566c8545ea595f20970495ad00,428.469,68000.0,48.0,0.833333333333,2.0
